"","X","year","region","state_po","state_fips","state_cen","state_ic","office","candidate","party","writein","candidatevotes","totalvotes","version","state_percent"
"3513",3513,2016,"kansas","KS",20,47,32,"US President","Trump, Donald J.","republican",FALSE,671018,1184402,20171015,0.566545818058396
"3514",3514,2016,"kansas","KS",20,47,32,"US President","Clinton, Hillary","democrat",FALSE,427005,1184402,20171015,0.360523707322345
"3515",3515,2016,"kansas","KS",20,47,32,"US President","Johnson, Gary","libertarian",FALSE,55406,1184402,20171015,0.0467797251271106
"3516",3516,2016,"kansas","KS",20,47,32,"US President","Stein, Jill","independent",FALSE,23506,1184402,20171015,0.0198463021845623
"3517",3517,2016,"kansas","KS",20,47,32,"US President","","",TRUE,7467,1184402,20171015,0.00630444730758644
"3518",3518,2016,"kentucky","KY",21,61,51,"US President","Trump, Donald J.","republican",FALSE,1202971,1924149,20171015,0.625196385519001
"3519",3519,2016,"kentucky","KY",21,61,51,"US President","Clinton, Hillary","democrat",FALSE,628854,1924149,20171015,0.326821883336478
"3520",3520,2016,"kentucky","KY",21,61,51,"US President","Johnson, Gary","libertarian",FALSE,53752,1924149,20171015,0.0279354665361154
"3521",3521,2016,"kentucky","KY",21,61,51,"US President","McMullin, Evan","independent",FALSE,22780,1924149,20171015,0.0118389999942832
"3522",3522,2016,"kentucky","KY",21,61,51,"US President","Stein, Jill","green",FALSE,13913,1924149,20171015,0.00723072901318973
"3523",3523,2016,"kentucky","KY",21,61,51,"US President","De La Fuente, Roque """"Rocky""""","american delta party",FALSE,1128,1924149,20171015,0.000586233186723066
"3524",3524,2016,"kentucky","KY",21,61,51,"US President","","",TRUE,751,1924149,20171015,0.000390302414210126
"3525",3525,2016,"louisiana","LA",22,72,45,"US President","Trump, Donald J.","republican",FALSE,1178638,2029032,20171015,0.580886846535688
"3526",3526,2016,"louisiana","LA",22,72,45,"US President","Clinton, Hillary","democrat",FALSE,780154,2029032,20171015,0.38449566098514
"3527",3527,2016,"louisiana","LA",22,72,45,"US President","Johnson, Gary","libertarian",FALSE,37978,2029032,20171015,0.018717299677876
"3528",3528,2016,"louisiana","LA",22,72,45,"US President","Other","",FALSE,18231,2029032,20171015,0.00898507268490591
"3529",3529,2016,"louisiana","LA",22,72,45,"US President","Stein, Jill","green",FALSE,14031,2029032,20171015,0.00691512011639048
"3530",3530,2016,"maine","ME",23,11,2,"US President","Clinton, Hillary","democrat",FALSE,357735,771892,20171015,0.46345214097309
"3531",3531,2016,"maine","ME",23,11,2,"US President","Trump, Donald J.","republican",FALSE,335593,771892,20171015,0.434766780844989
"3532",3532,2016,"maine","ME",23,11,2,"US President","Johnson, Gary","libertarian",FALSE,38105,771892,20171015,0.0493657143745498
"3533",3533,2016,"maine","ME",23,11,2,"US President","Blank Vote","",FALSE,23965,771892,20171015,0.0310470894892032
"3534",3534,2016,"maine","ME",23,11,2,"US President","Stein, Jill","green",FALSE,14251,771892,20171015,0.0184624273862147
"3535",3535,2016,"maine","ME",23,11,2,"US President","","unenrolled",FALSE,2243,771892,20171015,0.00290584693195421
"3536",3536,2016,"maryland","MD",24,52,52,"US President","Clinton, Hillary","democrat",FALSE,1677928,2781446,20171015,0.603257442351928
"3537",3537,2016,"maryland","MD",24,52,52,"US President","Trump, Donald J.","republican",FALSE,943169,2781446,20171015,0.339093047285477
"3538",3538,2016,"maryland","MD",24,52,52,"US President","Johnson, Gary","libertarian",FALSE,79605,2781446,20171015,0.0286200055654505
"3539",3539,2016,"maryland","MD",24,52,52,"US President","Stein, Jill","green",FALSE,35945,2781446,20171015,0.0129231342258667
"3540",3540,2016,"maryland","MD",24,52,52,"US President","","",TRUE,33263,2781446,20171015,0.0119588875714287
"3541",3541,2016,"maryland","MD",24,52,52,"US President","Other","",TRUE,10921,2781446,20171015,0.00392637498624816
"3542",3542,2016,"maryland","MD",24,52,52,"US President","","no party affiliation",TRUE,278,2781446,20171015,9.99480126524117e-05
"3543",3543,2016,"maryland","MD",24,52,52,"US President","Trump, Donald J.","republican",TRUE,259,2781446,20171015,9.31170333704124e-05
"3544",3544,2016,"maryland","MD",24,52,52,"US President","Clinton, Hillary","democrat",TRUE,78,2781446,20171015,2.80429675787342e-05
"3545",3545,2016,"massachusetts","MA",25,14,3,"US President","Clinton, Hillary","democrat",FALSE,1995196,3378821,20171015,0.590500650966713
"3546",3546,2016,"massachusetts","MA",25,14,3,"US President","Trump, Donald J.","republican",FALSE,1090893,3378821,20171015,0.322862027908552
"3547",3547,2016,"massachusetts","MA",25,14,3,"US President","Johnson, Gary","libertarian",FALSE,138018,3378821,20171015,0.0408479762615421
"3548",3548,2016,"massachusetts","MA",25,14,3,"US President","Blank Vote","",FALSE,53775,3378821,20171015,0.015915314839111
"3549",3549,2016,"massachusetts","MA",25,14,3,"US President","Other","",FALSE,50488,3378821,20171015,0.0149424902946915
"3550",3550,2016,"massachusetts","MA",25,14,3,"US President","Stein, Jill","green",FALSE,47661,3378821,20171015,0.0141058079134704
"3551",3551,2016,"massachusetts","MA",25,14,3,"US President","","",TRUE,2790,3378821,20171015,0.000825731815920405
"3552",3552,2016,"michigan","MI",26,34,23,"US President","Trump, Donald J.","republican",FALSE,2279543,4799284,20171015,0.474975642199961
"3553",3553,2016,"michigan","MI",26,34,23,"US President","Clinton, Hillary","democrat",FALSE,2268839,4799284,20171015,0.472745309508668
"3554",3554,2016,"michigan","MI",26,34,23,"US President","Johnson, Gary","libertarian",FALSE,172136,4799284,20171015,0.0358670168300105
"3555",3555,2016,"michigan","MI",26,34,23,"US President","Stein, Jill","green",FALSE,51463,4799284,20171015,0.0107230578561302
"3556",3556,2016,"michigan","MI",26,34,23,"US President","Castle, Darrell L.","u.s. taxpayers party",FALSE,16139,4799284,20171015,0.00336279328333143
"3557",3557,2016,"michigan","MI",26,34,23,"US President","","",TRUE,8955,4799284,20171015,0.00186590333058014
"3558",3558,2016,"michigan","MI",26,34,23,"US President","Emidio """"Mimi"""", Soltysik","natural law",FALSE,2209,4799284,20171015,0.000460276991317872
"3559",3559,2016,"minnesota","MN",27,41,33,"US President","Clinton, Hillary","democrat",FALSE,1367705,2944782,20171015,0.46445033961767
"3560",3560,2016,"minnesota","MN",27,41,33,"US President","Trump, Donald J.","republican",FALSE,1322949,2944782,20171015,0.449251931042773
"3561",3561,2016,"minnesota","MN",27,41,33,"US President","Johnson, Gary","libertarian",FALSE,112972,2944782,20171015,0.0383634510126726
"3562",3562,2016,"minnesota","MN",27,41,33,"US President","McMullin, Evan","independence",FALSE,53075,2944782,20171015,0.0180234054677052
"3563",3563,2016,"minnesota","MN",27,41,33,"US President","Stein, Jill","green",FALSE,36986,2944782,20171015,0.0125598431394922
"3564",3564,2016,"minnesota","MN",27,41,33,"US President","","",TRUE,27247,2944782,20171015,0.00925263737689242
"3565",3565,2016,"minnesota","MN",27,41,33,"US President","Vacek, Dan","legal marijuana now",FALSE,11291,2944782,20171015,0.00383423968225831
"3566",3566,2016,"minnesota","MN",27,41,33,"US President","Castle, Darrell L.","constitution party",FALSE,9456,2944782,20171015,0.00321110357235272
"3567",3567,2016,"minnesota","MN",27,41,33,"US President","Kennedy, Alyson","socialist workers",FALSE,1671,2944782,20171015,0.000567444381281874
"3568",3568,2016,"minnesota","MN",27,41,33,"US President","De La Fuente, Roque """"Rocky""""","american delta party",FALSE,1430,2944782,20171015,0.000485604706901903
"3569",3569,2016,"mississippi","MS",28,64,46,"US President","Trump, Donald J.","republican",FALSE,700714,1209357,20171015,0.579410380888356
"3570",3570,2016,"mississippi","MS",28,64,46,"US President","Clinton, Hillary","democrat",FALSE,485131,1209357,20171015,0.401147882717841
"3571",3571,2016,"mississippi","MS",28,64,46,"US President","Johnson, Gary","libertarian",FALSE,14435,1209357,20171015,0.011936094966168
"3572",3572,2016,"mississippi","MS",28,64,46,"US President","Castle, Darrell L.","constitution party",FALSE,3987,1209357,20171015,0.00329679325459728
"3573",3573,2016,"mississippi","MS",28,64,46,"US President","Stein, Jill","green",FALSE,3731,1209357,20171015,0.00308511051740718
"3574",3574,2016,"mississippi","MS",28,64,46,"US President","Hedges, James","prohibition",FALSE,715,1209357,20171015,0.000591223269886394
"3575",3575,2016,"mississippi","MS",28,64,46,"US President","De La Fuente, Roque """"Rocky""""","american delta party",FALSE,644,1209357,20171015,0.000532514385743829
"3576",3576,2016,"missouri","MO",29,43,34,"US President","Trump, Donald J.","republican",FALSE,1594511,2808605,20171015,0.567723478381617
"3577",3577,2016,"missouri","MO",29,43,34,"US President","Clinton, Hillary","democrat",FALSE,1071068,2808605,20171015,0.381352308352367
"3578",3578,2016,"missouri","MO",29,43,34,"US President","Johnson, Gary","libertarian",FALSE,97359,2808605,20171015,0.034664539869437
"3579",3579,2016,"missouri","MO",29,43,34,"US President","Stein, Jill","green",FALSE,25419,2808605,20171015,0.00905040046571163
"3580",3580,2016,"missouri","MO",29,43,34,"US President","Castle, Darrell L.","constitution party",FALSE,13092,2808605,20171015,0.00466138883894318
"3581",3581,2016,"missouri","MO",29,43,34,"US President","","",TRUE,7156,2808605,20171015,0.00254788409192464
"3582",3582,2016,"montana","MT",30,81,64,"US President","Trump, Donald J.","republican",FALSE,279240,494526,20171015,0.564661918685772
"3583",3583,2016,"montana","MT",30,81,64,"US President","Clinton, Hillary","democrat",FALSE,177709,494526,20171015,0.359352187751503
"3584",3584,2016,"montana","MT",30,81,64,"US President","Johnson, Gary","libertarian",FALSE,28037,494526,20171015,0.0566946935044871
"3585",3585,2016,"montana","MT",30,81,64,"US President","Stein, Jill","green",FALSE,7970,494526,20171015,0.016116442815949
"3586",3586,2016,"montana","MT",30,81,64,"US President","De La Fuente, Roque """"Rocky""""","american delta party",FALSE,1570,494526,20171015,0.00317475724228858
"3587",3587,2016,"nebraska","NE",31,46,35,"US President","Trump, Donald J.","republican",FALSE,495961,844227,20171015,0.587473511271258
"3588",3588,2016,"nebraska","NE",31,46,35,"US President","Clinton, Hillary","democrat",FALSE,284494,844227,20171015,0.336987563771355
"3589",3589,2016,"nebraska","NE",31,46,35,"US President","Johnson, Gary","libertarian",FALSE,38946,844227,20171015,0.0461321421845073
"3590",3590,2016,"nebraska","NE",31,46,35,"US President","","",TRUE,16051,844227,20171015,0.019012658917566
"3591",3591,2016,"nebraska","NE",31,46,35,"US President","Stein, Jill","nominated by petition",FALSE,8775,844227,20171015,0.0103941238553138
"3592",3592,2016,"nevada","NV",32,88,65,"US President","Clinton, Hillary","democrat",FALSE,539260,1125385,20171015,0.47917823678119
"3593",3593,2016,"nevada","NV",32,88,65,"US President","Trump, Donald J.","republican",FALSE,512058,1125385,20171015,0.455006953176024
"3594",3594,2016,"nevada","NV",32,88,65,"US President","Johnson, Gary","libertarian",FALSE,37384,1125385,20171015,0.0332188539921893
"3595",3595,2016,"nevada","NV",32,88,65,"US President","None Of The Above","",FALSE,28863,1125385,20171015,0.0256472229503681
"3596",3596,2016,"nevada","NV",32,88,65,"US President","Kopitke, Kyle Kenley","independent american",FALSE,5268,1125385,20171015,0.00468106470230188
"3597",3597,2016,"nevada","NV",32,88,65,"US President","De La Fuente, Roque """"Rocky""""","no party affiliation",FALSE,2552,1125385,20171015,0.00226766839792604
"3598",3598,2016,"new hampshire","NH",33,12,4,"US President","Clinton, Hillary","democrat",FALSE,348526,744296,20171015,0.468262626696906
"3599",3599,2016,"new hampshire","NH",33,12,4,"US President","Trump, Donald J.","republican",FALSE,345790,744296,20171015,0.464586669819534
"3600",3600,2016,"new hampshire","NH",33,12,4,"US President","Johnson, Gary","libertarian",FALSE,30777,744296,20171015,0.0413504842159571
"3601",3601,2016,"new hampshire","NH",33,12,4,"US President","","",TRUE,9618,744296,20171015,0.012922278233391
"3602",3602,2016,"new hampshire","NH",33,12,4,"US President","Stein, Jill","green",FALSE,6496,744296,20171015,0.00872771048077647
"3603",3603,2016,"new hampshire","NH",33,12,4,"US President","Scattering","",TRUE,2411,744296,20171015,0.00323930264303449
"3604",3604,2016,"new hampshire","NH",33,12,4,"US President","De La Fuente, Roque """"Rocky""""","american delta party",FALSE,678,744296,20171015,0.000910927910401238
"3605",3605,2016,"new jersey","NJ",34,22,12,"US President","Clinton, Hillary","democrat",FALSE,2148278,3874046,20171015,0.554530844496942
"3606",3606,2016,"new jersey","NJ",34,22,12,"US President","Trump, Donald J.","republican",FALSE,1601933,3874046,20171015,0.413503866500295
"3607",3607,2016,"new jersey","NJ",34,22,12,"US President","Johnson, Gary","libertarian",FALSE,72477,3874046,20171015,0.0187083478100157
"3608",3608,2016,"new jersey","NJ",34,22,12,"US President","Stein, Jill","green",FALSE,37772,3874046,20171015,0.00975001329359538
"3609",3609,2016,"new jersey","NJ",34,22,12,"US President","Castle, Darrell L.","constitution party",FALSE,6161,3874046,20171015,0.00159032701212118
"3610",3610,2016,"new jersey","NJ",34,22,12,"US President","Kennedy, Alyson","socialist workers",FALSE,2156,3874046,20171015,0.000556524109419454
"3611",3611,2016,"new jersey","NJ",34,22,12,"US President","De La Fuente, Roque """"Rocky""""","american delta party",FALSE,1838,3874046,20171015,0.000474439384560741
"3612",3612,2016,"new jersey","NJ",34,22,12,"US President","Moorehead, Monica","workers world party",FALSE,1749,3874046,20171015,0.000451465986722925
"3613",3613,2016,"new jersey","NJ",34,22,12,"US President","La Riva, Gloria Estella","socialism and liberation party",FALSE,1682,3874046,20171015,0.000434171406328164
"3614",3614,2016,"new mexico","NM",35,85,66,"US President","Clinton, Hillary","democrat",FALSE,385234,798319,20171015,0.482556471786341
"3615",3615,2016,"new mexico","NM",35,85,66,"US President","Trump, Donald J.","republican",FALSE,319667,798319,20171015,0.400425143332427
"3616",3616,2016,"new mexico","NM",35,85,66,"US President","Johnson, Gary","libertarian",FALSE,74541,798319,20171015,0.0933724488581632
"3617",3617,2016,"new mexico","NM",35,85,66,"US President","Stein, Jill","green",FALSE,9879,798319,20171015,0.0123747524485826
"3618",3618,2016,"new mexico","NM",35,85,66,"US President","McMullin, Evan","better for america",FALSE,5825,798319,20171015,0.00729658194280732
"3619",3619,2016,"new mexico","NM",35,85,66,"US President","Castle, Darrell L.","constitution party",FALSE,1514,798319,20171015,0.00189648498908331
"3620",3620,2016,"new mexico","NM",35,85,66,"US President","La Riva, Gloria Estella","socialism and liberation party",FALSE,1184,798319,20171015,0.001483116398332
"3621",3621,2016,"new mexico","NM",35,85,66,"US President","De La Fuente, Roque """"Rocky""""","american delta party",FALSE,475,798319,20171015,0.000595000244263258
"3622",3622,2016,"new york","NY",36,21,13,"US President","Clinton, Hillary","democrat",FALSE,4379789,7802084,20171015,0.56136142599849
"3623",3623,2016,"new york","NY",36,21,13,"US President","Trump, Donald J.","republican",FALSE,2527142,7802084,20171015,0.323906023057429
"3624",3624,2016,"new york","NY",36,21,13,"US President","Trump, Donald J.","conservative",FALSE,292392,7802084,20171015,0.0374761409900227
"3625",3625,2016,"new york","NY",36,21,13,"US President","Clinton, Hillary","working families",FALSE,140041,7802084,20171015,0.0179491787066122
"3626",3626,2016,"new york","NY",36,21,13,"US President","Johnson, Gary","independence",FALSE,119156,7802084,20171015,0.0152723298031654
"3627",3627,2016,"new york","NY",36,21,13,"US President","Stein, Jill","green",FALSE,107934,7802084,20171015,0.0138339961476959
"3628",3628,2016,"new york","NY",36,21,13,"US President","Blank Vote","",FALSE,77179,7802084,20171015,0.00989210062337191
"3629",3629,2016,"new york","NY",36,21,13,"US President","Johnson, Gary","libertarian",FALSE,57442,7802084,20171015,0.00736239189426825
"3630",3630,2016,"new york","NY",36,21,13,"US President","Scattering","",FALSE,48447,7802084,20171015,0.00620949479651847
"3631",3631,2016,"new york","NY",36,21,13,"US President","Clinton, Hillary","women's equality",FALSE,36294,7802084,20171015,0.00465183404844142
"3632",3632,2016,"new york","NY",36,21,13,"US President","","",TRUE,12816,7802084,20171015,0.00164263804388674
"3633",3633,2016,"new york","NY",36,21,13,"US President","Void Vote","",FALSE,3452,7802084,20171015,0.000442445890098081
"3634",3634,2016,"north carolina","NC",37,56,47,"US President","Trump, Donald J.","republican",FALSE,2362631,4741564,20171015,0.498280946961804
